"project_id","job_id","authors","active_authors","entities","commits"
"37866","1019457","65","12","1498","1405"
"34633","851743","2","1","11","25"
"34613","850841","2","1","103","39"
"36333","913049","1","1","62","1"
"33694","799662","2","2","190","228"
"38827","1089496","2","1","11","25"
"38166","1041594","2","1","11","25"
"34355","833094","49","9","253","224"
"42422","1403775","2","1","9","5"
"38203","1043739","1","1","417","48"
"35301","874561","7","2","40","153"
"35335","875025","2","1","103","39"
"41220","1275212","554","32","4217","11453"
"35811","1037908","1","1","2","4"
"35934","893502","9","2","250","531"
"45074","1695784","145","13","9961","18369"
"36317","911017","1","1","74","70"
"36752","940815","2","1","11","25"
"39105","1108437","2","1","103","39"
"4667","1794557","16","1","578","1693"
"33650","797157","2","2","147","30"
"34019","1799632","2","2","14","7"
"35626","1036789","1","1","2","4"
"35771","1038073","1","1","2","4"
"35859","891896","2","1","11","25"
"36181","904322","2","2","4","2"
"43552","1525681","2","1","11","25"
"34821","863330","2","1","103","39"
"33920","806661","71","9","704","2656"
"36700","937215","43","4","441","240"
"35126","868816","2","1","11","25"
"29796","1788196","20","1","326","166"
"44958","1686594","0","0","0","0"
"35560","887991","2","1","103","39"
"35143","869193","2","1","11","25"
"41041","1266379","87","2","6813","18671"
"41053","1267562","87","2","6813","18671"
"41360","1281772","1","1","28","2"
"36614","932017","13","3","52","38"
"36158","903004","2","1","103","39"
"22422","813764","18","8","650","979"
"33632","795971","1","1","363","12"
"31948","863633","914","558","23122","9658"
"33407","780417","28","2","67","243"
"36299","909914","2","1","11","25"
"33695","799703","28","5","1011","358"
"39261","1122625","1","1","31","13"
"40313","1219773","3","3","82","22"
"38846","1090638","2","1","103","39"
"35338","875043","16","16","94","787"
"34107","816403","2","1","103","39"
"34521","842633","18","1","78","220"
"34237","825216","2","1","11","25"
"35611","1037235","1","1","2","4"
"35538","886518","2","1","103","39"
"36173","903765","57","6","556","316"
"34634","851746","2","1","103","39"
"36235","908496","57","6","556","316"
"41033","1266120","87","2","6813","18671"
"36074","898827","2","1","11","25"
"39794","1176049","87","8","15195","15084"
"33754","801281","426","31","3877","8419"
"37318","978470","1","1","15","3"
"41135","1784977","554","32","4217","11453"
"36619","932158","17","5","77","218"
"39211","1118311","2","1","11","25"
"38056","1798858","1","1","78","17"
"39991","1188771","2","1","103","39"
"38135","1039188","2","1","103","39"
"34021","812782","2","2","76","20"
"34656","853307","2","1","103","39"
"33511","789120","2","1","35","20"
"35396","880807","4","3","24","40"
"33264","1791491","24","9","666","252"
"41114","1799638","507","28","2955","7251"
"30230","1799823","3","1","31","12"
"37965","1797481","1885","1","3896","96968"
"35454","884630","2","1","11","25"
"35497","885885","18","1","78","220"
"36993","956237","5","1","31","53"
"35820","914549","28","7","275","525"
"13129","845711","23","2","113","410"
"34790","862019","2","1","11","25"
"36178","904151","17","5","77","218"
"45217","1708006","7","4","131","90"
"35958","895058","18","1","78","220"
"35726","1029827","1","1","2","4"
"21058","827479","1","1","296","47"
"36789","942212","2","1","103","39"
"43493","1518257","1","1","896","406"
"36762","941363","174","15","1297","2070"
"39611","1785401","8","6","599","1191"
"37455","986877","2","2","29","21"
"35266","873624","36","2","500","979"
"36096","900054","3","2","128","677"
"34329","831988","38","12","148","148"
"35347","875775","2","2","7","3"
"35568","1800015","4","1","16","27"
"39867","1181669","2","1","103","39"
"38300","1049796","1","1","31","38"
"35777","1036675","1","1","2","4"
"31564","1019572","1899","78","71749","198436"
"32785","777220","1","1","148","635"
"34642","852650","11","3","677","253"
"34506","851131","19","1","78","221"
"36302","909934","2","1","103","39"
"34500","842119","18","1","78","220"
"37227","970634","1","1","8","7"
"31684","932502","1654","49","26771","46407"
"36612","932004","40","3","134","218"
"38282","1799267","1","1","2","4"
"34452","839024","2","1","11","25"
"34199","824054","9","1","69","95"
"42708","1433156","2","1","103","39"
"38098","1037861","2","1","11","25"
"35558","887983","2","1","11","25"
"34145","818967","4","2","96","55"
"40957","1265033","87","2","6813","18671"
"42179","1374410","2","1","11","25"
"33411","781187","2","2","720","620"
"37445","986629","2","1","103","39"
"37931","1026346","717","45","64610","25161"
"35340","875144","103","3","1201","1681"
"36926","952452","18","1","78","220"
"37107","962498","2","1","103","39"
