"project_id","job_id","authors","active_authors","entities","commits"
"16331","1279229","52","11","17353","7908"
"35796","1037543","1","1","2","4"
"46267","1777886","1","1","18","9"
"33312","774895","47","5","662","299"
"37976","1029740","115","8","17839","17318"
"41024","1265179","565","45","14653","10440"
"36422","916176","2","1","11","25"
"34564","847546","17","1","1347","1006"
"36451","918433","2","1","11","25"
"44796","1788827","2","2","2","3"
"36983","1793737","8","1","66","244"
"41120","1275777","118","9","11919","20550"
"34593","865205","76","14","21490","21125"
"35168","870635","1","1","5","3"
"36731","938574","1","1","6","9"
"35838","891174","2","1","11","25"
"34600","850650","2","1","103","39"
"33883","805118","2","1","75","13"
"33397","780178","3","1","990","132"
"35128","868827","2","1","103","39"
"33965","809366","2","1","5","3"
"33608","794856","15","6","853","434"
"38627","1290571","4","2","112","195"
"36697","1799756","1","1","20","6"
"33584","821795","23","1","99","185"
"37193","969016","2","1","103","39"
"37397","1799107","2","2","312","17"
"35623","1037737","1","1","2","4"
"35663","1037920","1","1","2","4"
"36525","925048","2","2","47","47"
"36552","927560","1","1","12","38"
"35923","893013","2","1","11","25"
"35601","889186","2","1","103","39"
"39555","1153156","4","4","12","13"
"45434","1719840","0","0","0","0"
"40726","1246933","2","1","103","39"
"35512","886050","2","1","103","39"
"35876","892181","2","1","11","25"
"35877","892184","2","1","103","39"
"34146","819123","1","1","73","2"
"35362","878420","1","1","22","1"
"36257","908690","2","2","854","60"
"35394","880795","3","1","63","24"
"35422","882761","8","2","113","76"
"35142","869182","2","1","11","25"
"36005","897548","2","1","103","39"
"35131","868858","16","16","94","787"
"43694","1789075","2","1","90","216"
"34343","832447","2","1","103","39"
"35291","874060","55","3","556","304"
"35311","874752","2","1","103","39"
"42130","1363973","145","4","164","919"
"37585","996426","115","9","17848","17376"
"34524","842685","18","1","78","220"
"35190","871114","8","2","146","84"
"31565","1019102","78","7","54027","6725"
"33366","778479","1","1","42","63"
"35154","869993","1","1","9","6"
"36947","953970","2","1","103","39"
"41215","1275059","423","11","7136","10091"
"34727","856253","2","1","103","39"
"33453","783909","261","35","3232","4129"
"36093","900041","2","1","103","39"
"39645","1160573","2","1","27","85"
"44210","1602803","2","2","21","48"
"36925","952375","18","1","78","220"
"28921","1097231","3","1","349","348"
"36645","933738","1","1","69","2"
"34586","848994","1","1","14","4"
"34071","819142","16","1","115","420"
"34660","853494","18","1","78","220"
"34575","1028534","2","1","17","590"
"34674","854509","2","1","103","39"
"41207","1274132","87","2","6813","18671"
"41496","1296526","118","9","11926","20565"
"33646","796858","6","4","242","104"
"34510","842327","18","1","78","220"
"43292","1784376","3","3","63","138"
"34178","821761","2","1","103","39"
"38298","1049583","164","9","1560","1859"
"41813","1329692","2","1","103","39"
"33499","787842","1","1","8","1"
"36260","909352","473","29","3099","26486"
"41151","1270940","87","2","6813","18671"
"33560","792207","12","5","928","1552"
"36453","918443","2","1","103","39"
"33508","911022","2","1","65","131"
"45849","1787597","4","4","77","113"
"39988","1188759","2","1","103","39"
"34157","820466","8","4","377","454"
"34653","853293","2","1","11","25"
"34573","848340","41","19","1359","739"
"36048","898206","2","1","103","39"
"36786","942200","2","1","103","39"
"36286","909733","74","10","827","2699"
"33994","810725","30","3","258","488"
"36934","1799636","63","3","835","979"
"44101","1585278","1","1","122","2"
"39618","1158383","3","3","57","19"
"34858","864872","2","1","103","39"
"38413","1061530","2","1","103","39"
"6498","1036539","10","7","133","442"
"35677","1036912","1","1","2","4"
"41552","1301524","184","49","4253","12405"
"29232","771457","3","1","81","60"
"40498","1232414","2","1","103","39"
"42302","1389690","2","1","680","66"
"41485","1294309","1","1","4612","4"
"38317","1051867","2","1","11","25"
"35610","1036930","1","1","2","4"
"36736","939780","3","3","52","3"
"35840","891190","2","1","103","39"
"34843","864285","137","22","28706","9782"
"46345","1783234","1","1","66451","1"
"35420","882612","2","2","25","10"
"37475","987322","2","1","103","39"
"14424","1786120","7","7","54","125"
"29675","1788680","1","1","128","306"
"36878","947873","2","1","11","25"
"9528","1784374","95","6","13440","6772"
"35751","1034896","1","1","2","4"
"34279","826498","4","4","203","55"
"35695","1036811","1","1","2","4"
"34750","857376","2","1","103","39"
"35873","892139","2","1","9","68"
"44458","1633668","2","1","11","25"
"42425","1404320","2008","210","19433","10186"
"35585","888917","2","1","103","39"
"33885","805273","41","14","1321","729"
"33559","792082","3","1","355","224"
"33520","791601","36","6","3201","3723"
"46184","1770109","2","1","66","3"
"36480","920929","1","1","176","32"
"34565","847584","7","4","181","106"
"34566","847699","18","1","78","220"
"38333","1053023","2","1","11","25"
"34518","842497","18","1","78","220"
"35773","1037371","1","1","2","4"
"24791","1798803","18","7","386","192"
"34181","821901","1","1","4","5"
"44237","1605246","2391","3","42967","13336"
"35679","1038359","1","1","2","4"
"34023","812784","3","3","138","43"
"35295","888604","55","3","556","304"
"37336","978984","2","1","103","39"
"36335","913141","1","1","64","2"
"36850","945562","18","1","78","220"
"38833","1090180","2","2","14","2"
"38469","1065909","10","3","1009","130"
"36114","900661","2","1","11","25"
"39328","1131183","1759","131","14382","10342"
"34382","835241","2","1","103","39"
"34857","864871","2","1","103","39"
"31687","1799549","1","1","219","8"
"41258","1799240","762","62","5708","10396"
"35455","884633","2","1","11","25"
"44256","1606180","3","1","25","8"
"35844","891238","1","1","45","1"
"39672","1164630","1","1","1","1"
"33330","775350","4","4","253","83"
"35949","894723","18","1","78","220"
"36409","916020","133","5","4004","1804"
"35125","868815","17","11","94","788"
"45494","1723987","5","1","133","243"
"33656","797435","5","1","413","591"
"27235","1800533","2","2","1028","389"
"37134","964209","2","1","103","39"
"35688","1036931","1","1","2","4"
"29772","1798611","2","2","160","64"
"35482","885276","2","1","103","39"
"33353","777181","72","8","638","3373"
"35355","877064","392","51","1260","6959"
"33368","778535","83","35","3327","9546"
"36495","921841","2","1","103","39"
"36080","899603","18","1","78","220"
"38351","1054384","27","8","1045","416"
"34675","854510","2","1","103","39"
"44572","1643833","2","1","11","25"
"37918","1023962","3","3","2013","49"
"35705","1255382","1","1","2","4"
"33961","809025","268","59","7459","7961"
"35972","896363","18","1","78","220"
"38433","1799712","2","2","50","107"
"43320","1500444","1021","16","4224","29230"
"39054","1101920","2","2","5","2"
"35180","870701","2","1","103","39"
"35221","871535","2","1","11","25"
"34299","829016","1","1","110","14"
"35616","1037009","1","1","2","4"
"35657","1038072","1","1","2","4"
"35860","891902","2","1","103","39"
"35856","891879","2","1","103","39"
"33915","806464","132","4","7806","2208"
"36049","898209","2","1","103","39"
"41837","1333272","3029","93","38092","30740"
"36819","943905","18","1","78","220"
"39661","1163497","8","2","967","76"
"34128","818388","479","126","5308","9138"
"46302","1780172","2","1","11","25"
"38123","1038764","0","0","0","0"
"35924","893018","2","1","103","39"
"39721","1166813","2","1","103","39"
"33203","780310","6","1","194","146"
"35087","867578","2","1","11","25"
"42814","1443875","2","1","103","39"
"38503","1067229","2","2","5","2"
"35641","1255412","1","1","2","4"
"33792","802314","1","1","41","3"
"35248","872777","1","1","72","17"
"35238","872299","2","1","11","25"
"38988","1097775","2","1","103","39"
"37671","1002138","2","1","11","25"
"36224","906959","57","6","556","316"
"34154","819728","45","7","1871","6593"
"36743","940683","1","1","69","1"
"38589","1071672","2","1","103","39"
"36812","943251","2","1","103","39"
"36430","917138","2","2","202","26"
"13037","1373691","117","1","51","430"
"42168","1372857","1","1","1","1"
"38168","1041604","2","1","103","39"
"33447","782754","14","2","1583","2509"
"45336","1713705","91","3","931","535"
"35339","875113","18","1","78","220"
"34176","821755","2","1","11","25"
"35456","884634","2","1","103","39"
"36344","914148","2","1","13","26"
"44276","1608248","2","1","103","39"
"36858","946918","5","3","45","45"
"36658","934174","2","1","11","25"
"34520","842631","18","1","78","220"
"41145","1799918","554","32","4217","11453"
"43172","1483763","2","1","103","39"
"34220","1798934","4","2","484","341"
"35389","885420","17","11","94","788"
"29160","886139","314","23","748","2885"
"35537","886505","2","1","103","39"
"43080","1469208","2","1","103","39"
"36521","924893","2","1","103","39"
"35846","891547","1","1","14","4"
"33927","807010","1","1","5","7"
"41149","1271089","87","2","6813","18671"
"33723","800700","8","2","151","144"
"38230","1045422","2","1","103","39"
"41054","1800416","565","45","14653","10440"
"27963","1798155","8","3","511","127"
"35799","1036732","1","1","2","4"
"37650","1000514","2","1","103","39"
"34617","850857","1","1","51","35"
"33908","806434","4","1","96","6"
"33774","804315","49","8","168","900"
"34822","863331","2","1","103","39"
"34836","863650","2","1","103","39"
"36849","945555","1","1","3","2"
"33260","771186","206","43","1429","2533"
"35980","896906","1","1","12","7"
"34522","842651","18","1","78","220"
"39589","1156123","2","1","11","25"
"34861","864957","1","1","9","2"
"41095","1797928","553","32","4217","11452"
"35468","884828","1","1","138","109"
"34259","861261","66","20","5608","16467"
"37997","1031051","2","1","103","39"
"40879","1258606","6","6","47","17"
"37115","963061","2","1","221","103"
"37116","963076","3","1","53","7"
"41099","1799497","762","63","5706","10395"
"30287","1799239","2","2","454","254"
"35810","1037003","1","1","2","4"
"36970","1036636","3","2","521","190"
"33643","796451","1","1","36","2"
"35361","878304","3","1","84","17"
"40790","1252809","4","4","32","54"
"34152","819632","84","3","256","1946"
"37975","1029487","5","1","6032","6954"
"35953","895040","1","1","3","1"
"36269","909453","2","1","11","25"
"38347","1054129","1098","50","13454","17539"
"39413","1139658","2","1","17","20"
"45938","1753517","2","1","103","39"
"32671","771797","4","1","160","173"
"34481","840958","2","1","11","25"
"33599","794241","1","1","2","11"
"34540","845595","2","2","4","4"
"35606","889212","2","1","103","39"
"36768","941768","1","1","157","40"
"34126","818288","283","122","5053","8150"
"43799","1553698","1","1","3","2"
"32112","1798764","2","2","6","21"
"36638","1798981","142","21","536","5264"
"35635","1036677","1","1","2","4"
"35502","885901","2","1","103","39"
"37528","991755","115","9","17848","17369"
"33642","796428","1","1","3","1"
"36987","955995","2","1","103","39"
"41553","1301574","2","2","117","38"
"34601","850654","2","1","103","39"
"33873","805396","5","1","111","94"
"33923","806926","3","3","52","9"
"36410","915965","2","2","286","81"
"36831","944318","2","1","103","39"
"41134","1270608","87","2","6813","18671"
"36452","918438","2","1","103","39"
"41160","1271288","554","32","4217","11453"
"11036","1794330","9","2","239","889"
"34412","836973","1","1","4","9"
"30808","1799847","285","23","578","2597"
"37598","996828","2","1","11","25"
"36617","932078","1","1","22","80"
"46542","1799140","5","2","1583","1202"
"34639","852444","3","3","4","25"
"36223","906944","100","3","1829","1506"
"34802","862609","1","1","272","2"
"35372","878957","2","1","11","25"
"36004","897542","2","1","11","25"
"44619","1653824","1","1","33","10"
"36860","947034","2","2","6","14"
"36465","919937","18","1","78","220"
"42797","1442112","2","1","103","39"
"37292","976712","1","1","174","103"
"32158","1800154","3","3","11","38"
"7496","1784832","7","7","49","195"
"37625","999377","10","1","46","198"
"35632","1036600","1","1","2","4"
"41039","1798324","87","2","6813","18671"
"37853","1017188","2","1","103","39"
"14359","904035","193","16","6562","4887"
"29143","1012524","14","14","18","28"
"26409","862744","16","16","534","337"
"36689","935581","307","1","491","4925"
"36765","941727","14","5","492","713"
"13648","882606","44","4","3402","7193"
"35957","895057","10","3","1255","1251"
"36306","910653","6","6","87","48"
"39771","1171107","250","42","9436","19065"
"42779","1440570","1","1","7","13"
"43995","1800528","0","0","0","0"
"35257","872913","2","1","11","25"
"38120","1038532","987","15","3787","9159"
"35549","887898","46","5","225","195"
"33422","782130","6","1","110","87"
"33425","782253","6","6","148","107"
"39687","1165231","25","3","159","345"
"26256","785876","12","4","298","524"
"35466","918156","1","1","13","18"
"37308","976860","1","1","12","5"
"33998","810882","2","2","24","14"
"34517","842465","1","1","13","5"
"37387","982807","2","1","11","25"
"35654","1037814","1","1","2","4"
"36200","906212","2","1","103","39"
"37333","978974","2","1","103","39"
"33857","804684","1","1","523","1"
"33481","787656","1","1","77","3"
"33542","790698","9","3","113","454"
"45291","1712206","1","1","59","58"
"36701","937226","69","5","520","342"
"40969","1274070","87","2","6813","18671"
"34700","855126","0","0","0","0"
"40974","1262494","87","2","6813","18671"
"35314","874801","2","1","103","39"
"36566","928162","2","1","103","39"
"35179","870695","2","1","11","25"
"37194","969019","2","1","103","39"
"38768","1797446","1","1","37","58"
"36222","906941","100","3","1829","1506"
"33890","805623","9","1","493","741"
"38784","1360990","1858","62","31093","57583"
"46038","1761129","209","3","1481","1763"
"36865","947488","18","1","78","220"
"34310","829392","2","1","11","25"
"37444","986628","2","1","103","39"
"41209","1283939","1044","60","55988","79540"
"15794","829913","2","1","10","20"
"41390","1284654","2","1","103","39"
"10041","1114125","4","4","26","30"
"29120","872364","3","1","25","34"
"38077","1035782","1","1","10","1"
"35492","885807","2","1","21","24"
"36537","925613","2","1","11","25"
"42420","1452552","226","1","1023","2956"
"41556","1301956","2","2","27","3"
"35819","889849","1","1","64","226"
"35433","883393","2","1","11","25"
"34673","854502","2","1","11","25"
"34349","832739","4","2","130","78"
"34354","833078","12","5","251","47"
"34427","838130","2","1","11","25"
"37742","1007954","2","1","11","25"
"36538","925620","2","1","103","39"
"37060","959978","2","1","103","39"
"34803","862638","13","1","432","1229"
"33406","780416","233","98","5912","9143"
"35471","918138","1","1","82","56"
"36316","910954","663","13","7920","10707"
"36139","901480","1","1","59","10"
"33627","795490","1","1","44","2"
"41159","1799728","118","9","11919","20550"
"35676","1036446","1","1","2","4"
"33925","807007","164","6","1097","3757"
"34571","848218","1","1","45","2"
"33498","787836","1","1","1","1"
"33586","793156","42","9","577","1804"
"36437","918264","18","1","78","220"
"38176","1041870","1","1","61","31"
"33801","802722","155","7","1388","7602"
"40844","1800258","87","2","6813","18671"
"39614","1799799","1","1","64","6"
"40117","1201211","1","1","189","2"
"34863","865666","16","16","94","781"
"35229","871956","17","10","127","1023"
"36356","1063723","1","1","71","50"
"34535","844186","18","1","78","220"
"44024","1576144","0","0","0","0"
"34465","839893","35","2","2320","377"
"37639","1000339","115","9","17848","17369"
"37786","1012182","663","18","321","2734"
"41558","1302159","2","2","33","49"
"34804","862640","1","1","1","2"
"39252","1121213","1","1","35","10"
"46291","1783416","1","1","210","1"
"20556","1456630","37","21","4836","2681"
"33412","781217","66","3","965","2065"
"36590","929788","2","2","226","57"
"41248","1800383","555","30","4217","11454"
"35752","1037387","1","1","2","4"
"40370","1225657","1","1","76","90"
"41478","1798678","2","2","13","3"
"36713","937528","2","1","103","39"
"35501","885898","18","1","78","220"
"34765","858620","18","1","78","220"
"42865","1451507","2","1","103","39"
"33421","782125","1","1","206","1"
"37954","1027417","2","1","103","39"
"42567","1420356","2","1","20","27"
"34819","863309","22","1","807","352"
"33266","771277","680","9","1806","6626"
"34553","845919","2","1","11","25"
"35383","879508","883","132","4416","8817"
"35144","869195","2","1","103","39"
"41140","1271268","554","32","4217","11453"
"44611","1785420","123","8","839","6944"
"41849","1333991","2","1","103","39"
"34856","864865","2","1","11","25"
"35178","870690","2","1","103","39"
"35224","871555","2","1","103","39"
"35202","871344","2","1","11","25"
"35594","889118","2","1","103","39"
"33912","806448","21","6","540","1615"
"35156","870022","2","1","75","72"
"34362","1800053","3093","2","45235","124563"
"37204","969718","1","1","1","5"
"35748","1034840","1","1","2","4"
"41142","1799469","554","32","4217","11453"
"27060","1798221","8","8","111","105"
"46254","1776133","2","1","103","39"
"37551","993179","1","1","5","5"
"42277","1387252","0","0","0","0"
"35586","888918","2","1","103","39"
"43725","1543711","0","0","0","0"
"33917","806571","67","3","1056","1427"
"37267","974615","1","1","15","4"
"42680","1431172","2","1","11","25"
"36759","941054","1","1","29","1"
"46212","1772428","2","1","103","39"
"36147","902240","4","2","14","26"
"34519","842559","18","1","78","220"
"35661","1037555","1","1","2","4"
"35649","1037269","1","1","2","4"
"35443","884435","3","1","122","125"
"42063","1355797","3","2","1353","1492"
"34367","861714","1","1","63","92"
"36006","897553","2","1","103","39"
"36278","909577","455","23","7240","10210"
"41115","1269984","762","63","5706","10395"
"40977","1283757","554","34","4217","11452"
"40867","1257162","715","42","13347","29113"
"37156","965345","2","1","103","39"
"43267","1799859","1","1","22","4"
"39177","1116551","2","1","103","39"
"26473","1796126","1","1","128","173"
"44804","1672545","5","2","67","48"
"34754","861813","13","8","3115","203"
"35959","895068","1020","28","3901","9497"
"39612","1157276","9","5","799","2387"
"35242","872352","16","1","1215","1407"
"42047","1354661","7","2","355","515"
"15718","892779","461","83","21072","14172"
"34792","862028","2","1","103","39"
"34835","863645","2","1","103","39"
"6064","807873","2","1","54","85"
"22957","1333093","724","146","28046","55120"
"37239","1044298","2","2","101","104"
"39372","1135818","187","59","5107","7619"
"37113","963026","4","1","545","139"
"36357","1063711","2","2","57","81"
"37729","1798174","2","2","17","2"
"38374","1058906","33","10","1233","6150"
"34622","851617","7","7","197","65"
"40628","1239707","2","1","11","25"
"36186","905473","28","5","3193","962"
"34591","849742","4","4","145","117"
"33836","803617","1","1","3","4"
"33909","806438","1","1","28","11"
"43421","1511697","5","4","260","1672"
"35423","882856","102","2","1201","1677"
"29224","882831","2","1","259","482"
"33403","780370","40","2","788","422"
"36879","947876","2","1","103","39"
"42825","1446045","2","2","41","4"
"34219","967491","15","7","82","4307"
"34108","816412","2","1","103","39"
"36613","932015","51","3","79","101"
"35665","1036682","1","1","2","4"
"29377","1798799","2","1","113","54"
"37515","990369","2","1","11","25"
"35896","892345","2","1","103","39"
"43671","1540904","1","1","11","25"
"37263","974418","115","8","17839","17318"
"33556","791853","1","1","19","27"
"35945","894332","20","2","86","237"
"36052","898331","1","1","282","1"
"34570","847962","18","1","78","220"
"35948","894720","10","1","33","50"
"36423","916184","2","1","103","39"
"34287","827874","1","1","8","1"
"41219","1274113","118","9","11923","20556"
"45447","1720408","2","1","103","39"
"37468","987251","2","1","11","25"
"35332","875008","102","2","1201","1677"
"34262","842412","18","1","78","220"
"44916","1684007","2","1","103","39"
"41158","1799730","554","32","4217","11453"
"41263","1797602","555","30","4217","11454"
"35839","891183","2","1","103","39"
"35897","892351","2","1","103","39"
"34137","818800","2","1","11","25"
"34588","849492","306","1","405","4870"
"37811","1013333","353","2","1480","2481"
"43482","1516605","2","1","103","39"
"36336","913171","18","1","78","220"
"35469","918153","1","1","40","28"
"33540","940913","1846","68","25446","43608"
"39410","1138861","7","7","197","109"
"37285","975399","1","1","187","1"
"33455","784386","2","2","24","10"
"38205","1043745","2","1","103","39"
"34002","811257","1","1","35","41"
"38270","1047464","1845","117","30988","57368"
"40819","1799997","87","3","6812","18662"
"42362","1798939","7","1","508","694"
"35693","1037655","1","1","2","4"
"40671","1240643","1","1","1","2"
"34590","849678","1","1","87","5"
"34612","850831","2","1","11","25"
"34641","852601","11","3","677","253"
"40299","1217456","10","8","288","1084"
"36788","942207","2","1","103","39"
"41723","1320279","1","1","168","1"
"45327","1713373","4","1","21","58"
"35330","874991","102","2","1201","1677"
"36587","929700","2","1","103","39"
"29133","1100926","1","1","34","15"
"34215","824523","2","1","103","39"
"35672","1037055","1","1","2","4"
"36730","938578","2","1","4","11"
"46144","1768022","2","2","29","28"
"34068","815290","1","1","4","8"
"36228","907073","57","6","556","316"
"28048","787442","2","2","33","33"
"33580","792869","3","1","15","80"
"42994","1460079","2","1","103","39"
"38680","1077119","576","58","7938","9470"
"35310","874738","2","1","11","25"
"41157","1275611","253","44","9684","19334"
"38083","1036635","22","5","490","3767"
"31333","1798725","3","1","30","31"
"35762","1035577","1","1","2","4"
"35766","1036351","1","1","2","4"
"36884","1799223","2","2","4","3"
"34463","839856","18","1","78","220"
"36225","906963","100","3","1829","1506"
"37358","980592","1417","50","17824","26064"
"34840","863828","7","2","1036","235"
"42466","1408493","2","1","103","39"
"36470","920399","18","1","78","220"
"36931","953020","1","1","9813","20"
"35954","895042","16","1","144","635"
"41693","1785491","21","3","1122","1124"
"26892","1785830","154","6","405","1980"
"43001","1463519","6","1","152","326"
"41417","1286205","2","1","103","39"
"43220","1488321","2","1","103","39"
"33588","793242","2","2","22","14"
"34123","817417","2","2","78","100"
"37122","963856","1","1","208","81"
"34244","825555","272","6","2500","2214"
"40338","1222667","113","4","2722","2677"
"35653","1037493","1","1","2","4"
"34756","857715","819","24","8106","9805"
"37517","990381","2","1","103","39"
"34631","851717","18","1","78","220"
"37867","1019465","116","11","17850","17393"
"34141","818811","2","1","103","39"
"35602","889190","2","1","11","25"
"33918","806612","39","3","83","1151"
"35386","879967","15","2","117","974"
"36772","941780","1","1","4","4"
"33679","797939","12","8","658","2022"
"42992","1460064","2","1","11","25"
"34238","825230","2","1","103","39"
"35782","1037536","1","1","2","4"
"36164","903150","18","1","78","220"
"34064","815078","501","1","5410","7077"
"35655","1037758","1","1","2","4"
"35878","892188","2","1","11","25"
"33638","796232","81","16","10695","2673"
"33583","793055","0","0","0","0"
"36259","909340","387","13","3264","7703"
"26217","1792259","7","2","62","39"
"38180","1041963","21","1","1610","2518"
"40834","1254933","179","1","782","1632"
"35294","874262","13","2","292","595"
"34496","841369","6","1","761","740"
"37815","1014435","1","1","39","36"
"34381","835235","2","1","11","25"
"35192","871257","72","2","356","591"
"35636","1037497","1","1","2","4"
"36166","903437","57","6","556","316"
"7777","839897","2","1","108","49"
"34762","858446","5","1","46","43"
"37673","1002154","2","1","103","39"
"44693","1659854","878","217","37041","67047"
"36771","941776","1","1","14","5"
"38350","1054369","4","4","18","21"
"33389","779599","1","1","104","278"
"33758","802739","13","5","235","592"
"25431","1784752","1","1","12","4"
"35239","872335","2","1","11","25"
"36601","931135","1","1","1","1"
"35697","1036829","1","1","2","4"
"34537","844518","175","13","82","2876"
"35692","1037954","1","1","2","4"
"37761","1010219","2","1","135","114"
"36179","904178","18","1","78","220"
"42999","1478059","5","1","79","61"
"36047","898201","2","1","11","25"
"46427","1790133","1","1","7","5"
"38177","1041875","3393","343","48457","92411"
"43231","1490760","1","1","12","2"
"31850","1799666","110","24","5216","4743"
"35319","1783984","103","2","1201","1679"
"41076","1798527","554","32","4217","11453"
"34470","840654","511","53","12163","8303"
"35814","1037983","1","1","2","4"
"33634","796068","173","24","1620","4558"
"43723","1543387","1","1","1","1"
"33327","775223","3","3","47","29"
"34587","849033","307","1","491","4925"
"37268","974636","1","1","1","1"
"34562","846897","9","1","1467","1377"
"36660","934180","2","1","103","39"
"35379","879161","18","1","78","220"
"36062","898600","2","1","103","39"
"36424","916186","2","1","103","39"
"36440","918300","18","1","78","220"
"33404","780391","29","2","121","297"
"35284","873880","5","5","3","23"
"33752","801252","2","2","12","4"
"34327","831301","1","1","46","1"
"43811","1553826","2","1","103","39"
"35204","871357","2","1","103","39"
"24986","872282","3","1","104","39"
"38424","1062714","2","1","337","126"
"35652","1037287","1","1","2","4"
"35774","1037556","1","1","2","4"
"35837","891171","2","1","11","25"
"33939","808325","4","1","317","651"
"35356","882305","644","74","4396","6297"
"36442","918360","6","1","45","44"
"34344","832450","2","1","103","39"
"41141","1275575","87","2","6813","18671"
"37123","963966","33","2","1189","2821"
"35078","867193","7","3","773","782"
"36622","932346","18","1","78","220"
"39195","1117744","2","1","11","25"
"44015","1576123","19","3","2070","10520"
"36741","940423","18","1","78","220"
"44411","1628707","0","0","0","0"
"33358","777981","132","29","4312","2503"
"36249","908270","2","1","11","25"
"34818","863307","2","1","11","25"
"33938","1783483","118","22","2010","6113"
"35743","1031351","1","1","2","4"
"41988","1348730","102","2","1201","1677"
"38044","1033117","2","1","103","39"
"35089","867585","2","1","103","39"
"43617","1535171","1","1","33","6"
"33604","794420","1","1","25","8"
"44925","1685044","256","75","18821","26008"
"36183","904623","1","1","18","3"
"45651","1733895","2","2","76","18"
"35956","895054","2","2","15","34"
"44655","1656170","876","37","8258","48789"
"36838","946996","2","2","170","16"
"33585","793148","45","3","1431","569"
"34282","827197","36","16","1380","477"
